erId	pkrgId	name	romDesc	shortDesc	wiredAttrs
660	5364	Ultra Instinct	Reduces all damage by 20%. Multiplicative with other damage reduction sources. Counters contact moves with Vacuum Wave at 20 BP.	Counters contact with 20BP Vacuum Wave. Takes .8x damage.	CounterAttackOnHitAbAttr,DamageReductionAbAttr
661	5365	Unlocked Potential	Focus Blast never misses. Unaffected by flinch, Intimidate, or Scare. When the user drops to half HP or below from an opposing attack, boosting its highest attacking stat by one stage. Triggers only once per battle. Other damage sources that bring you to half HP or below will not activate it.	Inner Focus + Berserk.	BattlerTagImmunityAbAttr,IntimidateImmunityAbAttr,PostDefendHpGatedStatStageChangeAbAttr
662	5366	Higher Rank	Moves with increased priority (+1 or higher) receive a 20% damage boost.	Priority moves get a 1.2x boost.	MovePowerBoostAbAttr
663	5367	Funeral Pyre	Non-Ghost and Dark-types take 1/4 damage every turn.	Non-Ghost and Dark-types take 1/4 damage every turn.	PostTurnHurtNonTypedAbAttr
664	5368	Flame Bubble	Water Bubble + Flaming Soul.	Water Bubble + Flaming Soul.	ReceivedTypeDamageMultiplierAbAttr,MoveTypePowerBoostAbAttr,StatusEffectImmunityAbAttr,PostSummonHealStatusAbAttr,PriorityModifierAbAttr
665	5369	Elemental Vortex	Immune to Fire and Water-type moves. When hit by a Fire move, boosts the power of those moves my 50% until switching out. When hit by a Water move, restores 25% of the user's max HP.	Flash Fire + Water Absorb.	TypeImmunityAddBattlerTagAbAttr,TypeImmunityHealAbAttr
666	5370	Snowy Wrath	Summons hail for 8 turns (12 with Icy Rock) when entering battle. Hail damages non-Ice types by 1/16 HP per turn and boosts the Defense stat of Ice-types on the field by 50%. Multiplies the chance of inflicting frostbite by 5x on all moves. Does not interact with Freezing Point.	Snow Warning + Cryomancy.	PostSummonWeatherChangeAbAttr,PostBiomeChangeWeatherChangeAbAttr,AiMovegenMoveStatsAbAttr,StatusChanceMultiplierAbAttr
667	5371	Pattern Change	Before each attack, the user overrides their type to match their move's type. At the end of each turn, there's a 30% chance for the user to cure status conditions afflicted on them.	Protean + Shed Skin	PokemonTypeChangeAbAttr,PostTurnResetStatusAbAttr
668	5372	No Turning Back	When HP drops to half or below for the first time, all stats increase by one stage and the user becomes unable to switch out or flee. Normal ways to bypass this effects such as Eject Button or Shed Shell still allow switching out.	Boosts all stats but can't retreat when below 1/2 max HP.	StatMultiplierAbAttr,StatMultiplierAbAttr,StatMultiplierAbAttr,StatMultiplierAbAttr,StatMultiplierAbAttr
669	5373	Flammable Coat	Transforms Lumbering Sloth into its Engulfed form when hit by Fire-type moves or when using Fire-type moves. Cannot be copied or suppressed.	Changes forms when using or hit by a Fire-type move.	DamageReductionAbAttr
670	5374	Draco Morale	Upon entering battle, automatically uses Dragon Cheer, boosting critical hit rate by one stage for you and your ally. Dragon-type Pokemon receive two stages instead.	Uses Dragon Cheer on switch-in.	PostSummonScriptedMoveAbAttr
671	5375	Bad Omen	Opponents deal minimum damage rolls when attacking, forcing 85% damage instead of 85-100% variance. Critical hits against this Pokemon deal only 25% of their normal damage instead of 150-200%.	Foes min roll. Takes 1/4 damage from crits.	DamageReductionAbAttr
672	5376	Mosh Pit	Boosts ally attacks by 25%, or by 50% if it is a recoil move. The user receives no boost.	Ally's attacks get a 1.25x boost. 1.5x if attack causes recoil.	AllyAttackPowerBoostAbAttr
673	5377	Blood Stain	Pokemon with this ability gain an unremovable bleed status condition. When the user makes contact offensively or defensively with another Pokemon who does not have this ability, it replaces their current ability and causes bleeding.	Is always bleeding if not immune. Spreads on contact.	PostSummonAddBattlerTagAbAttr,SelfPersistentBleedAbAttr,ChanceBattlerTagOnHitAbAttr,ChanceBattlerTagOnAttackAbAttr
674	5378	Blood Stigma	Deal double damage to targets inflicted with bleeding and the user is immune to status effects.	Immune to status. Gets a 2x boost vs bleeding foes.	StatusEffectImmunityAbAttrEr
675	5379	Max Acceleration	User's Speed increases by one stage at end of each full turn they remain on the field. Doesn't activate on the turn the user is switched in. Adds 20% of the user's Speed stat to damage when using attacks. Choice Scarf does not affect this ability.	Speed Boost + Slipstream.	SpeedBoostAbAttr,SpeedBonusToStatAbAttr,SpeedBonusToStatAbAttr
676	5380	Sidewinder	On entry, gives +1 priority to the first biting move used. Priority boost is consumed after landing any biting move. Upon scoring a direct KO, regains priority buff.	First biting move each entry gets +1 priority. Resets on KO.	ChangeMovePriorityAbAttr
677	5381	Petrify	Removes stat raises from opposing Pokemon, then drops their Speed by 1 stage.	Clears stat buffs then lowers speed by one stage on entry.	PostSummonScriptedMoveAbAttr,PostSummonStatStageChangeAbAttr
678	5382	Fluffiest	Reduces damage from contact moves by 75%. Fire-type moves to deal x4 damage to the user. Multiplicative with other forms of damage reduction.	Quarters contact damage taken. 4x weak to fire.	DamageReductionAbAttr
679	5383	Way of Precision	Focus Blast never misses. Unaffected by flinch, Intimidate, or Scare. Punching moves gain +1 critical hit stage and 5x their normal secondary effect chance.	Inner Focus + Precise Fist.	BattlerTagImmunityAbAttr,IntimidateImmunityAbAttr,CritStageBonusAbAttr
680	5384	Way of Swiftness	Boosts the user's critical hit ratio by one stage whenever it knocks out an opponent with a direct hit. Boosts the Pokemon's Speed by 50% during rain.	Pretentious + Swift Swim.	CritStackOnKoAbAttr,StatMultiplierAbAttr
681	5385	Atomic Punch	Iron Fist + 30% Steel type damage.	Iron Fist + 30% Steel type damage.	MovePowerBoostAbAttr,TypeDamageBoostAbAttr
682	5386	Iron Giant	Halves damage from Fire-type moves. Immune to burn damage and Attack drops from burn status. Boosts contact moves by adding 20% of the user's Defense stat to attack calculations. Prevents paralysis and immediately cures the status if inflicted on the user.	Heatproof + Juggernaut.	ReceivedTypeDamageMultiplierAbAttr,ReduceBurnDamageAbAttr,SpeedBonusToStatAbAttr,StatusEffectImmunityAbAttrEr
683	5387	Master Hand	Boosts pulse, beam, ball, and aura moves by 30%. Eliminates recharge turns when the user successfully KOs an opponent with a direct attack.	Mega Launcher + Rampage.	MovePowerBoostAbAttr,PostVictoryClearTagAbAttr
684	5388	Final Blow	Allows all contact moves to bypass protection moves and ignore any secondary effects associated with them. Super- effective damaging moves never miss and always land critical hits.	Unseen Fist + Fatal Precision.	IgnoreProtectOnContactAbAttr,ConditionalAlwaysHitAbAttr,ConditionalCritAbAttr
685	301	Hospitality	When this Pokemon switches into battle, it heals its ally for 25% of their max HP.	Heals partner for 25% of its max HP on switch-in.	PostSummonAllyHealAbAttr
686	5389	Butter Up	On entry, heals all status conditions from every Pokemon in the user's party, including both active and benched Pokemon; and heals its ally for 25% of their max HP.	Hospitality + Soothing Aroma	PostSummonAllyHealAbAttr,PostSummonScriptedMoveAbAttr
687	5390	Vitality Strike	When dealing damage with punching moves, recover HP equal to 10% of damage dealt.	Heals for 10% of the damage dealt by punching moves.	LifestealOnHitAbAttr
688	5391	Imposing Wings	Boosts the power of all wing, wind, and air-based moves by 30%. The user is immune to Ground- type moves and other ground effects such as Spikes or terrains, and boosts the power of Flying-type moves by 25%.	Giant Wings + Levitate.	FlagDamageBoostAbAttr,AttackTypeImmunityAbAttr
689	5392	Sword of Damnation	Reduces the Defense stat of every other Pokemon by 25% while the user is out. Multiples of the same Ruin ability do not stack together. Ignores all the foes' stat stage changes during damage calculations.	Unaware + Sword of Ruin.	IgnoreOpponentStatStagesAbAttr,FieldMultiplyStatAbAttr,AiMovegenMoveStatsAbAttr,PostSummonMessageAbAttr
690	5393	Restraining Order	When the user is hit by a contact move, they force the attacker to switch out to a random ally. Once per switch in.	Forces the attacker out when hit, once each switch-in.	PostDamageForceSwitchAbAttr
691	5394	Assassin's Tools	When the user lands contact moves, there's a 30% chance of inflicting poison, paralysis, or bleeding on the target, chosen randomly. Multihits roll the activation chance on each hit.	Contact moves have a 30% chance to PSN, PRLZ, or BLD.	PostAttackApplyStatusEffectAbAttr,PostAttackApplyBattlerTagAbAttr
692	5395	Frostmaw	Biting moves a 50% chance to burn the target on hit. Multihits roll the activation chance on each hit.	Biting moves have a 50% chance to inflict frostbite.	PostAttackApplyBattlerTagAbAttr
693	5396	Patchwork	Blocks the first damaging move that hits the Pokemon and changes its form after. Only non-status moves are blocked. In fog, the disguise is restored immediately once per switch in, or when fog is set again. When the disguise breaks, the attacker becomes cursed.	Disguise + curses the opponent when its Disguise breaks.	NoTransformAbilityAbAttr,NoFusionAbilityAbAttr,FormBlockDamageAbAttr,PostBattleInitFormChangeAbAttr,PostFaintFormChangeAbAttr
694	5397	Blind Rage	The user can land Normal and Fighting-type moves on Ghost- types for neutral damage. Grants immunity to Intimidate and Scare. Allows moves to ignore the target's abilities and innates that interfere with effects or reduce damage. Does not bypass abilities that modify base stats such as Grass Pelt.	Scrappy + Mold Breaker.	IgnoreTypeImmunityAbAttr,IntimidateImmunityAbAttr,PostSummonMessageAbAttr,MoveAbilityBypassAbAttr
695	5398	Slipstream	Adds 20% of the user's Speed stat to damage when using attacks. Choice Scarf does not affect this ability.	Moves use 20% of its Speed stat additionally.	SpeedBonusToStatAbAttr,SpeedBonusToStatAbAttr
696	5399	Apex Predator	Contact moves are boosted by 30%. When the user knocks out an opponent with a direct hit, it immediately recovers 25% of its maximum HP.	Tough Claws + Predator.	MovePowerBoostAbAttr,LifestealOnKoAbAttr
697	5400	Dragon's Ritual	Boosts the user's Attack and Speed by one stage each whenever it knocks out an opponent with a direct hit.	Dealing a KO raises Attack and Speed by one stage.	StatTriggerOnKoAbAttr
698	5401	Pinnacle Blade	All Keen Edge moves can never miss, and they bypass protection moves and ignore any secondary effects associated with them.	Slashing moves always hit and break protection and barriers.	ConditionalAlwaysHitAbAttr
699	5402	Energized	Charges up the user once upon switching in, doubling Electric- type move power for the next Electric attack. Recharge when Electric Terrain becomes active during battle. Charged state is lost upon switching out or after using an Electric move. Recharges when scoring a direct KO with an Electric move.	Generator + charges up on KO with an Electric-type move.	PostSummonAddBattlerTagAbAttr
700	5403	Color Spectrum	STAB moves are boosted by 20%. The user changes to a random Pure type at the start of every turn.	Same-type attacks get a 1.2x boost. Changes type each turn.	MovePowerBoostAbAttr
701	5404	Steel Beetle	Causes punching moves to hit twice, with the first hit at 100% power and second hit at 40% power. Normal-type moves become Bug-type and gain STAB. If the user is Bug-type it is immune to powder moves.	Raging Boxer + Pollinate.	HitMultiplierAbAttr,HitMultiplierPowerAbAttr,TypeConversionAbAttr,TypeConversionPowerBoostAbAttr
702	5405	From the Shadows	When the user moves first in a turn, attacks gain a 20% chance to flinch and trap the target on hit. The trap effect applies regardless of flinch success. Flinch chance only works on the first hit of multihit moves.	Attacks trap and have a 20% flinch chance when moving first.	MovingFirstTrapFlinchAbAttr
703	5406	Rage Point	Boosts offensive moves by 50% while the user has any status condition. When the Pokemon takes a critical hit, both Attack and Special Attack are raised by one stage. Also negates burn's Attack drop and freeze's Special Attack drop.	Gets a 1.5x boost while statused. Raises offenses when crit.	StatMultiplierAbAttr,StatMultiplierAbAttr,PostReceiveCritStatStageChangeAbAttr,PostReceiveCritStatStageChangeAbAttr
704	5407	Hot Coals	Sets a burning trap on the opponent's side when the user switches in. The next opposing Pokemon that switches in will be burned if they are grounded and can be burned. Consumed when triggered. Does not stack multiple traps.	Sets a trap that burns the next foe that switches in.	EntryEffectAbAttr
705	5408	Terastal Treasure	Reduces incoming damage by 40% while lowering the Pokemon's Speed by 20%. Multiplicative with other sources of damage reduction.	Reduces damage taken by 40%, but lowers speed by 20%.	DamageReductionAbAttr,StatMultiplierAbAttr
706	5409	Shocking Maw	Boosts the power of biting and fang moves by 30% and they have a 50% chance to paralyze the target on hit.	Strong Jaw + Bite moves have 50% paralysis chance.	MovePowerBoostAbAttr,ChanceStatusOnAttackAbAttr
